,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,cat
772,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.717025, 'longitude': -73.996971}",(212) 343-8339,1307.558964657148,xo-taste-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/qrldEfl9u_LW9fut42CMJg/o.jpg,False,"{'address1': '41 Elizabeth St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['41 Elizabeth St', 'New York, NY 10013']}",XO Taste,+12123438339,$$,3.0,152,"['delivery', 'pickup']",https://www.yelp.com/biz/xo-taste-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
773,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8212837, 'longitude': -73.9506657}",(212) 283-7123,13388.69938413251,grand-great-wall-restaurant-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/r3_PImni0zvi8stKgWaLEw/o.jpg,False,"{'address1': '1588 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['1588 Amsterdam Ave', 'New York, NY 10031']}",Grand Great Wall Restaurant,+12122837123,$,3.5,15,[],https://www.yelp.com/biz/grand-great-wall-restaurant-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
774,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.6947199, 'longitude': -73.95635}",(718) 875-6637,3413.69153390367,chans-garden-brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/db8ZtnhnCXKz9IKmENVZgw/o.jpg,False,"{'address1': '679 Myrtle Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['679 Myrtle Ave', 'Brooklyn, NY 11205']}",Chan's Garden,+17188756637,$,3.5,23,[],https://www.yelp.com/biz/chans-garden-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
775,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.672684, 'longitude': -73.938835}",(718) 613-1123,5927.515242716186,lucky-chan-brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/y2vOEUXGC8RomVopmOzohQ/o.jpg,False,"{'address1': '227 Albany Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['227 Albany Ave', 'Brooklyn, NY 11213']}",Lucky Chan,+17186131123,$,4.0,3,[],https://www.yelp.com/biz/lucky-chan-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
776,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7634264108003, 'longitude': -73.8282336294651}",(718) 358-8895,15405.650518257215,szechuan-story-queens,https://s3-media3.fl.yelpcdn.com/bphoto/F7fNf9lcdjni5HZ2J609hw/o.jpg,False,"{'address1': '36-10 Union St', 'address2': '', 'address3': None, 'city': 'Queens', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['36-10 Union St', 'Queens, NY 11354']}",Szechuan Story,+17183588895,$$$,2.5,28,[],https://www.yelp.com/biz/szechuan-story-queens?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
777,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.70154, 'longitude': -73.98456}",(718) 852-4383,928.3892484731199,first-wok-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/yk7U6jX-0ddDs8l1W3WYaw/o.jpg,False,"{'address1': '155 York St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['155 York St', 'Brooklyn, NY 11201']}",First Wok,+17188524383,,0.0,0,[],https://www.yelp.com/biz/first-wok-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
778,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.7597914756932, 'longitude': -73.833222350293}",(718) 358-1478,14856.313236032078,chinese-korean-dumplings-and-noodles-中韓面食-flushing,https://s3-media4.fl.yelpcdn.com/bphoto/JJZh0MTHCVnlPmBDFUyJ0g/o.jpg,False,"{'address1': '136-20 Roosevelt Ave', 'address2': 'Ste 30', 'address3': '', 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['136-20 Roosevelt Ave', 'Ste 30', 'Flushing, NY 11355']}",Chinese Korean Dumplings and Noodles 中韓面食,+17183581478,$,4.0,37,[],https://www.yelp.com/biz/chinese-korean-dumplings-and-noodles-%E4%B8%AD%E9%9F%93%E9%9D%A2%E9%A3%9F-flushing?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
779,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.5979627493165, 'longitude': -73.9611108207314}",(718) 758-5350,12274.910196130139,sizzling-wok-brooklyn-2,https://s3-media3.fl.yelpcdn.com/bphoto/oE77VskN7FS7X0LBZXyUtw/o.jpg,False,"{'address1': '2421 Coney Island Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['2421 Coney Island Ave', 'Brooklyn, NY 11223']}",Sizzling Wok,+17187585350,,4.5,4,[],https://www.yelp.com/biz/sizzling-wok-brooklyn-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
780,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7113275655122, 'longitude': -73.7929583346471}",(718) 657-3333,16980.309326069433,sagar-chinese-jamaica-jamaica,https://s3-media1.fl.yelpcdn.com/bphoto/-8pnCL-yKKpg84auHkFCog/o.jpg,False,"{'address1': '87-47 Homelawn St', 'address2': '', 'address3': '', 'city': 'Jamaica', 'zip_code': '11432', 'country': 'US', 'state': 'NY', 'display_address': ['87-47 Homelawn St', 'Jamaica, NY 11432']}",Sagar Chinese - Jamaica,+17186573333,$$,3.5,112,[],https://www.yelp.com/biz/sagar-chinese-jamaica-jamaica?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
781,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8196182250977, 'longitude': -73.926383972168}",(718) 993-5420,13929.388093636262,great-wall-chinese-restaurant-bronx,https://s3-media3.fl.yelpcdn.com/bphoto/03jJIvFzOL0DMVyv1cjmaw/o.jpg,False,"{'address1': '594 Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['594 Grand Concourse', 'Bronx, NY 10451']}",Great Wall Chinese Restaurant,+17189935420,$,2.5,12,[],https://www.yelp.com/biz/great-wall-chinese-restaurant-bronx?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
782,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.7615644, 'longitude': -73.9867763}",(646) 852-6941,6278.615349676547,kungfu-kitchen-new-york-3,https://s3-media3.fl.yelpcdn.com/bphoto/7OMk2s92zZJzvq4sXl-nOw/o.jpg,False,"{'address1': '811 8th Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['811 8th Ave', 'New York, NY 10019']}",Kungfu Kitchen,+16468526941,,3.5,11,[],https://www.yelp.com/biz/kungfu-kitchen-new-york-3?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
783,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.8199502681327, 'longitude': -73.9133950213959}",(718) 292-2493,14440.766842265013,new-china-restaurant-bronx-2,https://s3-media2.fl.yelpcdn.com/bphoto/sUsDHpqc2Y0l_RuO4mInkA/o.jpg,False,"{'address1': '3035 3rd Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10455', 'country': 'US', 'state': 'NY', 'display_address': ['3035 3rd Ave', 'Bronx, NY 10455']}",New China Restaurant,+17182922493,$,3.5,8,[],https://www.yelp.com/biz/new-china-restaurant-bronx-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
784,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 40.68257, 'longitude': -73.97927}",(718) 638-1898,2824.066608652914,new-china-wok-chinese-kitchen-brooklyn-2,https://s3-media3.fl.yelpcdn.com/bphoto/2CCuqGMw0ZVMfsm-ASwQaw/o.jpg,False,"{'address1': '57 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['57 4th Ave', 'Brooklyn, NY 11217']}",New China Wok Chinese Kitchen,+17186381898,$,4.0,19,[],https://www.yelp.com/biz/new-china-wok-chinese-kitchen-brooklyn-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
785,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.758224, 'longitude': -74.044303}",(201) 867-2208,7224.688490686125,po-wong-restaurant-union-city,https://s3-media2.fl.yelpcdn.com/bphoto/jtxKktSb3FpMoQcM9hRpRg/o.jpg,False,"{'address1': '617 Summit Ave', 'address2': '', 'address3': '', 'city': 'Union City', 'zip_code': '07087', 'country': 'US', 'state': 'NJ', 'display_address': ['617 Summit Ave', 'Union City, NJ 07087']}",Po Wong Restaurant,+12018672208,$,4.0,17,[],https://www.yelp.com/biz/po-wong-restaurant-union-city?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
786,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7506063047067, 'longitude': -73.8955131021168}",(718) 505-1388,9762.272322093657,lins-kitchen-jackson-heights,https://s3-media4.fl.yelpcdn.com/bphoto/CuhfC1UgDGuYmzPY28iY8Q/o.jpg,False,"{'address1': '70-24 35th Ave', 'address2': '', 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['70-24 35th Ave', 'Jackson Heights, NY 11372']}",Lin's Kitchen,+17185051388,$,3.5,35,"['delivery', 'pickup']",https://www.yelp.com/biz/lins-kitchen-jackson-heights?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
787,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.76005, 'longitude': -73.90741}",(718) 726-5213,9505.64643960041,kings-wok-woodside,https://s3-media2.fl.yelpcdn.com/bphoto/iHCYgYRvHB7IHGbDZnYUtg/o.jpg,False,"{'address1': '4912 30th Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['4912 30th Ave', 'Woodside, NY 11377']}",King's Wok,+17187265213,$,4.0,13,[],https://www.yelp.com/biz/kings-wok-woodside?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
788,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.6737209940604, 'longitude': -73.7909336577637}",(718) 322-3446,17505.115403430023,panda-chinese-restaurant-jamaica,https://s3-media4.fl.yelpcdn.com/bphoto/MFyHdef6bNfJ2l_4du3UYA/o.jpg,False,"{'address1': '14611 Rockaway Blvd', 'address2': '', 'address3': '', 'city': 'Jamaica', 'zip_code': '11436', 'country': 'US', 'state': 'NY', 'display_address': ['14611 Rockaway Blvd', 'Jamaica, NY 11436']}",Panda Chinese Restaurant,+17183223446,$$,3.5,26,[],https://www.yelp.com/biz/panda-chinese-restaurant-jamaica?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
789,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.827003, 'longitude': -73.946723}",(212) 281-0808,14098.727397396706,golden-wok-new-york-2,https://s3-media2.fl.yelpcdn.com/bphoto/4KQQexNHk0qbSuS-jeKnYw/o.jpg,False,"{'address1': '1770 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['1770 Amsterdam Ave', 'New York, NY 10031']}",Golden Wok,+12122810808,$,3.5,44,[],https://www.yelp.com/biz/golden-wok-new-york-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
790,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]","{'latitude': 40.7603769122078, 'longitude': -73.8290821625656}",(718) 762-8821,15201.644954731115,jade-asian-restaurant-and-caterer-flushing,https://s3-media3.fl.yelpcdn.com/bphoto/nRjl24-0NDk45qsyrw_czg/o.jpg,False,"{'address1': '136-28 39th Ave', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['136-28 39th Ave', 'Flushing, NY 11354']}",Jade Asian Restaurant & Caterer,+17187628821,$$,3.5,522,[],https://www.yelp.com/biz/jade-asian-restaurant-and-caterer-flushing?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
791,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.701915, 'longitude': -73.943489}",(718) 782-6915,4299.8084491205545,new-fun-sing-brooklyn-2,https://s3-media1.fl.yelpcdn.com/bphoto/4k9ZVqam9XrCj_2zfDUUpQ/o.jpg,False,"{'address1': '689 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['689 Broadway', 'Brooklyn, NY 11206']}",New Fun Sing,+17187826915,$,4.0,8,[],https://www.yelp.com/biz/new-fun-sing-brooklyn-2?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
792,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.67402, 'longitude': -73.95661}",(718) 398-3054,4722.243678762652,js-wong-brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/KNmUpwgYKB5nEuzBUm3oWQ/o.jpg,False,"{'address1': '717 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['717 Franklin Ave', 'Brooklyn, NY 11238']}",J's Wong,+17183983054,$,3.5,56,[],https://www.yelp.com/biz/js-wong-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
793,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.74928, 'longitude': -73.8700999}",(718) 672-8888,11544.10358776759,jing-fu-house-jackson-heights,https://s3-media2.fl.yelpcdn.com/bphoto/GCS82TwAfMAXsecB0VrILw/o.jpg,False,"{'address1': '9549 Roosevelt Ave', 'address2': None, 'address3': None, 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['9549 Roosevelt Ave', 'Jackson Heights, NY 11372']}",Jing Fu House,+17186728888,$,4.5,7,[],https://www.yelp.com/biz/jing-fu-house-jackson-heights?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
794,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]","{'latitude': 40.71897, 'longitude': -74.00102}",(646) 807-1006,1605.9798836369018,nom-wah-kuai-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/eVQPJA4Sfevd1s3L6im1aw/o.jpg,False,"{'address1': '265 Canal St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['265 Canal St', 'New York, NY 10013']}",Nom Wah Kuai,+16468071006,$$,3.5,22,[],https://www.yelp.com/biz/nom-wah-kuai-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
795,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.788337, 'longitude': -73.947502}",(212) 427-6540,10014.978762589608,moonhouse-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/HeHuJDGo0RPV91EOvtw6rA/o.jpg,False,"{'address1': '1810 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['1810 3rd Ave', 'New York, NY 10029']}",MoonHouse,+12124276540,$,3.5,76,"['delivery', 'pickup']",https://www.yelp.com/biz/moonhouse-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
796,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.6360699, 'longitude': -74.0086}",(718) 633-3838,7808.0472744241515,h858-brooklyn,https://s3-media3.fl.yelpcdn.com/bphoto/-vRTrnWbaGPUDT8yE6Kbkw/o.jpg,False,"{'address1': '5819 8th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['5819 8th Ave', 'Brooklyn, NY 11220']}",H858,+17186333838,$,3.5,16,[],https://www.yelp.com/biz/h858-brooklyn?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
797,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.72014, 'longitude': -74.04386}",(201) 433-0888,4485.41461929438,sawadee-jersey-city,https://s3-media2.fl.yelpcdn.com/bphoto/HtxdHXUp44fKfOdb2zzV_g/o.jpg,False,"{'address1': '137 Newark Ave', 'address2': '', 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['137 Newark Ave', 'Jersey City, NJ 07302']}",Sawadee,+12014330888,$$,3.0,431,['delivery'],https://www.yelp.com/biz/sawadee-jersey-city?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
798,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.62518, 'longitude': -74.03067}",(347) 662-6222,9439.977909596982,xin-brooklyn-3,https://s3-media3.fl.yelpcdn.com/bphoto/BbstnLSVlH5cD6s_KYRKow/o.jpg,False,"{'address1': '8320 3rd Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8320 3rd Ave', 'Brooklyn, NY 11209']}",XIN,+13476626222,$$,3.5,57,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/xin-brooklyn-3?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
799,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.71735, 'longitude': -73.9945679}",(212) 219-0981,1317.382315505964,tao-hong-bakery-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/d5hqTXwgmte_rwtZiITZbA/o.jpg,False,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002']}",Tao Hong Bakery,+12122190981,$,4.5,21,[],https://www.yelp.com/biz/tao-hong-bakery-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
800,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.717323, 'longitude': -73.999931}",(212) 219-2012,1403.76272654458,dragon-land-bakery-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/2diZMi6SD-CLo9PzsuBgJg/o.jpg,False,"{'address1': '125 Walker St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['125 Walker St', 'New York, NY 10013']}",Dragon Land Bakery,+12122192012,$,3.5,164,[],https://www.yelp.com/biz/dragon-land-bakery-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
801,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7601476826859, 'longitude': -73.9829980954528}",(646) 921-7777,6156.673376637098,manting-new-york,https://s3-media2.fl.yelpcdn.com/bphoto/aepjTXP4X9dDHuXLRIDjEg/o.jpg,False,"{'address1': '150 W 49th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['150 W 49th St', 'New York, NY 10019']}",Manting,+16469217777,$$,3.5,133,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/manting-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
802,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7519485, 'longitude': -73.8268606}",(718) 321-3688,15026.34314411854,da-dong-bei-queens,https://s3-media1.fl.yelpcdn.com/bphoto/XnpadF43dw1DXovB_6fx6w/o.jpg,False,"{'address1': '43 -18 Main St', 'address2': 'Ste B', 'address3': None, 'city': 'Queens', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['43 -18 Main St', 'Ste B', 'Queens, NY 11355']}",Da Dong Bei,+17183213688,$$,4.0,7,[],https://www.yelp.com/biz/da-dong-bei-queens?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
803,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.662378, 'longitude': -73.98508}",(718) 788-2886,4851.416072023342,szechuan-garden-brooklyn-4,https://s3-media3.fl.yelpcdn.com/bphoto/E5wMc340RLowvFFN5t6i0Q/o.jpg,False,"{'address1': '463 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['463 7th Ave', 'Brooklyn, NY 11215']}",Szechuan Garden,+17187882886,$$,3.5,68,"['delivery', 'pickup']",https://www.yelp.com/biz/szechuan-garden-brooklyn-4?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
804,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]","{'latitude': 40.8265218804061, 'longitude': -73.9225669205189}",(718) 993-0888,14756.168698575377,asia-grill-express-bronx,https://s3-media3.fl.yelpcdn.com/bphoto/nCLxSd-i26G1XqOF15UYlw/o.jpg,False,"{'address1': '888B Grand Concourse', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['888B Grand Concourse', 'Bronx, NY 10451']}",Asia Grill Express,+17189930888,$$,2.5,29,"['delivery', 'pickup']",https://www.yelp.com/biz/asia-grill-express-bronx?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
805,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.771812, 'longitude': -73.952659}",(212) 988-2268,8170.916682592399,harvest-chinese-and-thai-cuisine-new-york,https://s3-media1.fl.yelpcdn.com/bphoto/G4FTrV7FqfcalDrMqe3AlA/o.jpg,False,"{'address1': '1502 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['1502 1st Ave', 'New York, NY 10075']}",Harvest Chinese & Thai Cuisine,+12129882268,$$,3.5,67,"['delivery', 'pickup']",https://www.yelp.com/biz/harvest-chinese-and-thai-cuisine-new-york?adjust_creative=NHD_-c5OUfJMGx-jKoObQQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NHD_-c5OUfJMGx-jKoObQQ,chinese
